"local";"rs";"bio1";"bio10";"bio11";"bio12";"bio13";"bio14";"bio15";"bio16";"bio17";"bio18";"bio19";"bio2";"bio3";"bio4";"bio5";"bio6";"bio7";"bio8";"bio9";"clay_0_30cm";"npp";"ocd_clay_0_30cm";"ocs_clay_0_30cm";"ocs_sand_0_30cm";"sand_0_30cm";"soc_clay_0_30cm";"soc_sand_0_30cm"
802;803;10,9499998092651;15,6499996185303;5,84999990463257;833,599975585938;81,6999969482422;60,5;9,80000019073486;235,5;190,300003051758;197,600006103516;235,5;9,30000019073486;44,2000007629395;376,299987792969;21,75;0,649999976158142;21,1000003814697;5,84999990463257;13,8500003814697;244,66667175293;1240,40002441406;2,24523138999939;0,367847412824631;0,170562222599983;527,666687011719;2,257493019104;1,04674661159515
802;730;10,9499998092651;15,6499996185303;5,84999990463257;833,599975585938;81,6999969482422;60,5;9,80000019073486;235,5;190,300003051758;197,600006103516;235,5;9,30000019073486;44,2000007629395;376,299987792969;21,75;0,649999976158142;21,1000003814697;5,84999990463257;13,8500003814697;244,66667175293;1240,40002441406;2,24523138999939;0,367847412824631;0,170562222599983;527,666687011719;2,257493019104;1,04674661159515
795;908;11,5500001907349;15,0500001907349;8,14999961853027;4603;474,5;294;13,1000003814697;1325,90002441406;997,799987792969;1138,90002441406;997,799987792969;3,59999990463257;31,1000003814697;268,5;17,4500007629395;5,75;11,6999998092651;12,1499996185303;8,14999961853027;271;1544,59997558594;2,80934810638428;0,512915134429932;0,406432747840881;342;5,569495677948;4,41325569152832
815;950;11,25;16,0499992370605;6,15000009536743;719,200012207031;74,9000015258789;48,4000015258789;12,3999996185303;210;158,399993896484;158,399993896484;210;8,69999980926514;42,5999984741211;380,600006103516;21,6499996185303;1,14999997615814;20,5;6,15000009536743;16,0499992370605;215;1106,69995117188;2,14418601989746;0,358139544725418;0,131774112582207;584,333312988281;2,24806213378906;0,827153503894806
815;370;11,25;16,0499992370605;6,15000009536743;719,200012207031;74,9000015258789;48,4000015258789;12,3999996185303;210;158,399993896484;158,399993896484;210;8,69999980926514;42,5999984741211;380,600006103516;21,6499996185303;1,14999997615814;20,5;6,15000009536743;16,0499992370605;215;1106,69995117188;2,14418601989746;0,358139544725418;0,131774112582207;584,333312988281;2,24806213378906;0,827153503894806
815;440;11,25;16,0499992370605;6,15000009536743;719,200012207031;74,9000015258789;48,4000015258789;12,3999996185303;210;158,399993896484;158,399993896484;210;8,69999980926514;42,5999984741211;380,600006103516;21,6499996185303;1,14999997615814;20,5;6,15000009536743;16,0499992370605;215;1106,69995117188;2,14418601989746;0,358139544725418;0,131774112582207;584,333312988281;2,24806213378906;0,827153503894806
809;650;8,94999980926514;13,6499996185303;4,05000019073486;1740,30004882812;185,600006103516;96,5;15,6999998092651;498,899993896484;346;394,700012207031;451,600006103516;7,59999990463257;39,7999992370605;371,700012207031;18,5499992370605;-0,550000011920929;19,1000003814697;10,5500001907349;11,9499998092651;220,33332824707;1313,5;3,4826021194458;0,585476577281952;0,290758848190308;443,666656494141;5,37972784042358;2,67167568206787
220;1131,82;11,3500003814697;14,25;8,75;1690,09997558594;260,600006103516;62,2999992370605;45,5999984741211;693,5;209,100006103516;228,600006103516;665,200012207031;4,30000019073486;39,9000015258789;217,5;17,4500007629395;6,65000009536743;10,8000001907349;9,25;14,1499996185303;162;1526,69995117188;4,97119331359863;0,92592591047287;0,283732652664185;528,666687011719;10,2448558807373;3,13934397697449
217;498;6,05000019073486;10,1499996185303;2,04999995231628;4730,7001953125;660,299987792969;212;34,5;1777;752,5;767,200012207031;1650,30004882812;5,80000019073486;38,4000015258789;317,600006103516;14,25;-0,949999988079071;15,1999998092651;2,95000004768372;10,0500001907349;86,6666641235352;1066,40002441406;8,41923141479492;1,5115385055542;0,212088495492935;617,666687011719;17,3384609222412;2,43281149864197
217;535;6,05000019073486;10,1499996185303;2,04999995231628;4730,7001953125;660,299987792969;212;34,5;1777;752,5;767,200012207031;1650,30004882812;5,80000019073486;38,4000015258789;317,600006103516;14,25;-0,949999988079071;15,1999998092651;2,95000004768372;10,0500001907349;86,6666641235352;1066,40002441406;8,41923141479492;1,5115385055542;0,212088495492935;617,666687011719;17,3384609222412;2,43281149864197
217;506;6,05000019073486;10,1499996185303;2,04999995231628;4730,7001953125;660,299987792969;212;34,5;1777;752,5;767,200012207031;1650,30004882812;5,80000019073486;38,4000015258789;317,600006103516;14,25;-0,949999988079071;15,1999998092651;2,95000004768372;10,0500001907349;86,6666641235352;1066,40002441406;8,41923141479492;1,5115385055542;0,212088495492935;617,666687011719;17,3384609222412;2,43281149864197
217;614;6,05000019073486;10,1499996185303;2,04999995231628;4730,7001953125;660,299987792969;212;34,5;1777;752,5;767,200012207031;1650,30004882812;5,80000019073486;38,4000015258789;317,600006103516;14,25;-0,949999988079071;15,1999998092651;2,95000004768372;10,0500001907349;86,6666641235352;1066,40002441406;8,41923141479492;1,5115385055542;0,212088495492935;617,666687011719;17,3384609222412;2,43281149864197
221;666;7,94999980926514;12,0500001907349;4,34999990463257;2787,60009765625;478,399993896484;78,0999984741211;56,9000015258789;1273,5;274,799987792969;306,100006103516;1206,80004882812;7,19999980926514;43,2999992370605;305,899993896484;17,9500007629395;1,35000002384186;16,6000003814697;4,94999980926514;12,0500001907349;209,66667175293;1226,40002441406;3,59141492843628;0,591414928436279;0,259052932262421;478,666656494141;7,90619993209839;3,46309185028076
221;637;7,94999980926514;12,0500001907349;4,34999990463257;2787,60009765625;478,399993896484;78,0999984741211;56,9000015258789;1273,5;274,799987792969;306,100006103516;1206,80004882812;7,19999980926514;43,2999992370605;305,899993896484;17,9500007629395;1,35000002384186;16,6000003814697;4,94999980926514;12,0500001907349;209,66667175293;1226,40002441406;3,59141492843628;0,591414928436279;0,259052932262421;478,666656494141;7,90619993209839;3,46309185028076
